QGC WPL 110
0	1	0	16	0	0	0	0	-35.363262	149.165237	0	1
1	0	3	16	0	0	0	0	-35.363262	149.166237	10	1
2	0	3	16	0	0	0	0	-35.363262	149.167237	10	1
3	0	3	16	0	0	0	0	-35.363262	149.16823699999998	10	1
4	0	3	16	0	0	0	0	-35.363262	149.16923699999998	10	1
5	0	3	16	0	0	0	0	-35.364262	149.16923699999998	10	1
6	0	3	16	0	0	0	0	-35.365262	149.16923699999998	10	1
7	0	3	16	0	0	0	0	-35.366262	149.16923699999998	10	1
8	0	3	16	0	0	0	0	-35.367262	149.16923699999998	10	1
9	0	3	16	0	0	0	0	-35.367262	149.16823699999998	10	1
10	0	3	16	0	0	0	0	-35.367262	149.167237	10	1
11	0	3	16	0	0	0	0	-35.367262	149.166237	10	1
12	0	3	16	0	0	0	0	-35.367262	149.165237	10	1
13	0	3	16	0	0	0	0	-35.366262	149.165237	10	1
14	0	3	16	0	0	0	0	-35.365262	149.165237	10	1
15	0	3	21	0	0	0	0	-35.365262	149.165237	0	1
